uvrstitev,rezultat [s],ime tekmovalke,datum rojstva,država,pozicija,datum dogodka,skupne točke,kontinent
283,7.39,Alexa ROSSUM,06 JAN 2001,USA,2f1,23 FEB 2024,1087,Severna in Srednja Amerika
283,7.39,Nia WILSON,,USA,2h2,23 FEB 2024,1087,Severna in Srednja Amerika
283,7.39,Sade Amor DE SOUSA,28 MAR 2001,NAM,5,09 MAR 2024,1087,Afrika
283,7.39,Laura MARTÍNEZ,03 NOV 2006,ESP,2,09 MAR 2024,1087,Evropa
313,7.4,Nya BUSSEY,01 JUL 2001,USA,1h3,12 JAN 2024,1084,Severna in Srednja Amerika
313,7.4,Olivia PACE,2006,USA,2,13 JAN 2024,1084,Severna in Srednja Amerika
313,7.4,Rafailia SPANOUDAKI-CHATZIRIGA,07 JUN 1994,GRE,7,20 JAN 2024,1084,Evropa
313,7.4,Gladymar TORRES,26 MAR 2003,PUR,4,20 JAN 2024,1084,Severna in Srednja Amerika
313,7.4,Natasha MORRISON,17 NOV 1992,JAM,6h1,27 JAN 2024,1084,Severna in Srednja Amerika
313,7.4,Laura MARTÍNEZ IBARGUEN,25 AUG 2004,COL,2,27 JAN 2024,1084,Južna Amerika
313,7.4,Adijatu Rejoice SULE,07 OCT 2004,NGR,5,27 JAN 2024,1084,Afrika
313,7.4,Adriane NWONUMAH,24 JUN 2004,USA,5,02 FEB 2024,1084,Severna in Srednja Amerika
313,7.4,Ona ROSSELL,19 FEB 1998,ESP,1h1,03 FEB 2024,1084,Evropa
313,7.4,Angelina KOSYNKINA,10 DEC 2005,RUS,4,03 FEB 2024,1084,Evropa
313,7.4,Lucija POTNIK,21 JUN 2005,SLO,2,04 FEB 2024,1084,Evropa
313,7.4,Lucia CARRILLO,04 JAN 2002,ESP,3,07 FEB 2024,1084,Evropa
313,7.4,Jada MCDOUGLE,,USA,2,10 FEB 2024,1084,Severna in Srednja Amerika
313,7.4,Bria BULLARD,,USA,4h3,23 FEB 2024,1084,Severna in Srednja Amerika
313,7.4,Vanessa LOKULI,24 FEB 2006,FRA,1,24 FEB 2024,1084,Evropa
313,7.4,Dawn RICHARDSON WILSON,26 SEP 1999,CAN,1,24 FEB 2024,1084,Severna in Srednja Amerika
313,7.4,Asia POWELL,,USA,1,24 FEB 2024,1084,Severna in Srednja Amerika
313,7.4,Lingyao KONG,03 MAY 1997,CHN,6f2,03 MAR 2024,1084,Azija
313,7.4,Janiya JOHNSON,2006,USA,1h6,09 MAR 2024,1084,Severna in Srednja Amerika
332,7.41,Jessica MCDOWELL,22 FEB 2001,USA,4,06 JAN 2024,1081,Severna in Srednja Amerika
332,7.41,Makenzy PIERRE-WEBSTER,05 APR 2001,CAN,2h9,12 JAN 2024,1081,Severna in Srednja Amerika
332,7.41,Jessica LAURANCE,21 DEC 2003,AUS,3,13 JAN 2024,1081,Oceanija
332,7.41,Carmen MARCO,17 DEC 1999,ESP,2,13 JAN 2024,1081,Evropa
332,7.41,Juvonna CORNETTE,,GUY,1,13 JAN 2024,1081,Južna Amerika
332,7.41,Elise COOPER,07 FEB 2007,USA,4,13 JAN 2024,1081,Severna in Srednja Amerika
332,7.41,Nooralotta NEZIRI,09 NOV 1992,FIN,1f2,14 JAN 2024,1081,Evropa
332,7.41,Rushelle BURTON,04 DEC 1997,JAM,5,20 JAN 2024,1081,Severna in Srednja Amerika
332,7.41,Lena WEISS,28 MAR 1994,SUI,3f1,21 JAN 2024,1081,Evropa
332,7.41,Mariam ABDUL-RASHID,21 SEP 1997,CAN,1,27 JAN 2024,1081,Severna in Srednja Amerika
332,7.41,Saara KESKITALO,03 JUL 2000,FIN,2h6,27 JAN 2024,1081,Evropa
332,7.41,Anais HERNÁNDEZ,05 MAR 2001,CHI,3,27 JAN 2024,1081,Južna Amerika
332,7.41,Elo Blessing OKPAH,01 JUN 2005,NGR,6,27 JAN 2024,1081,Afrika
332,7.41,Rani VINCKE,01 MAR 2000,BEL,3h2,03 FEB 2024,1081,Evropa
332,7.41,Paulina PALUCH,03 DEC 1998,POL,1h1,04 FEB 2024,1081,Evropa
332,7.41,Dominique THOMAS,,USA,1,09 FEB 2024,1081,Severna in Srednja Amerika
332,7.41,Karsen PHILLIPS,20 JUN 2005,USA,4h2,09 FEB 2024,1081,Severna in Srednja Amerika
332,7.41,Christiana NWACHUKU,17 SEP 2004,USA,4h3,09 FEB 2024,1081,Severna in Srednja Amerika
332,7.41,Eloise DE LA TAILLE,11 MAY 1999,FRA,6,17 FEB 2024,1081,Evropa
332,7.41,Nediam VARGAS,05 SEP 1994,VEN,sf1,17 FEB 2024,1081,Južna Amerika
332,7.41,Taylor ANDERSON,01 DEC 1994,USA,6h1,17 FEB 2024,1081,Severna in Srednja Amerika
332,7.41,Nikola HOROWSKA,03 JAN 2001,POL,6,17 FEB 2024,1081,Evropa
332,7.41,Hamideh Esmaiel NEJAD,23 JUL 1997,IRI,5,18 FEB 2024,1081,Azija
332,7.41,Dominique CLARKE,19 JUN 2001,JAM,1,20 FEB 2024,1081,Severna in Srednja Amerika
332,7.41,Anita TAVIORE,21 MAY 2002,NGR,1h2,23 FEB 2024,1081,Afrika
332,7.41,Madeline WILSON,,USA,1h1,23 FEB 2024,1081,Severna in Srednja Amerika
332,7.41,Yongli WEI,11 OCT 1991,CHN,3f2,27 FEB 2024,1081,Azija
332,7.41,Xinyi LIN,29 MAR 2001,CHN,2f1,03 MAR 2024,1081,Azija
332,7.41,Kya EPPS,,USA,6,09 MAR 2024,1081,Severna in Srednja Amerika
332,7.41,Lauren JARRETT,01 SEP 2004,USA,1,09 MAR 2024,1081,Severna in Srednja Amerika
332,7.41,Alexia JONES,2009,CAN,1sf2,09 MAR 2024,1081,Severna in Srednja Amerika
332,7.41,Jazmin ROMEU,02 AUG 2006,ESP,3,09 MAR 2024,1081,Evropa
332,7.41,Ericka Badeau MASERAS,04 JUL 2005,ESP,2sf1,09 MAR 2024,1081,Evropa
332,7.41,Qingyan YAN,10 JAN 2000,CHN,5,31 MAR 2024,1081,Azija
332,7.41,Shania COLLINS,14 NOV 1996,USA,2,28 MAY 2024,1083,Severna in Srednja Amerika
367,7.42,Trinity PERUZZA-POWELL,29 JUN 2002,GBR,1,13 JAN 2024,1078,Evropa
367,7.42,Astrid GLENNER-FRANDSEN,11 APR 1993,DEN,5f1,23 JAN 2024,1078,Evropa
367,7.42,Maria Florencia LAMBOGLIA,21 JAN 1992,ARG,5,27 JAN 2024,1078,Južna Amerika
367,7.42,Simay ÖZÇIFTÇI,24 MAR 2003,TUR,1,27 JAN 2024,1078,Evropa
367,7.42,Talea PREPENS,28 DEC 2001,GER,5f1,02 FEB 2024,1078,Evropa
367,7.42,Johanelis HERRERA ABREU,11 AUG 1995,ITA,1h8,03 FEB 2024,1078,Evropa
367,7.42,Denise UPHOFF,15 OCT 2000,GER,1,03 FEB 2024,1078,Evropa
367,7.42,Thennelle WILLIAMS,27 FEB 2002,JAM,2,03 FEB 2024,1078,Severna in Srednja Amerika
367,7.42,Gabrielle COLE,2004,CAN,2f2,09 FEB 2024,1078,Severna in Srednja Amerika
367,7.42,Destiny HUVEN,10 MAR 2001,USA,1h3,09 FEB 2024,1078,Severna in Srednja Amerika
367,7.42,Linesha THOMPSON,01 JAN 1999,JAM,2,09 FEB 2024,1078,Severna in Srednja Amerika
367,7.42,Aji MBYE,,USA,1h5,10 FEB 2024,1078,Severna in Srednja Amerika
367,7.42,Skadi SCHIER,25 MAR 2000,GER,5sf2,17 FEB 2024,1078,Evropa
367,7.42,Lukrecija SABAITYTĖ,08 APR 2002,LTU,1f1,17 FEB 2024,1078,Evropa
367,7.42,Chastity PICKETT,28 DEC 2001,USA,1h2,22 FEB 2024,1078,Severna in Srednja Amerika
367,7.42,Shatalya DORSETT,13 JUN 2006,BAH,1h2,23 FEB 2024,1078,Severna in Srednja Amerika
367,7.42,Kiyah YEAST,09 APR 2002,USA,3h2,23 FEB 2024,1078,Severna in Srednja Amerika
367,7.42,Sharnee SKERVIN,13 MAR 2000,GBR,1sf4,23 FEB 2024,1078,Evropa
367,7.42,Terezie TÁBORSKÁ,11 FEB 2006,CZE,1,24 FEB 2024,1078,Evropa
367,7.42,Ashley BARRETT,10 MAR 2003,JAM,3h3,08 MAR 2024,1078,Severna in Srednja Amerika
367,7.42,Sharmelle HOLMES,18 MAY 2006,USA,2sf2,09 MAR 2024,1078,Severna in Srednja Amerika
367,7.42,Keira BEAUMONT,,USA,3,10 MAR 2024,1078,Severna in Srednja Amerika
367,7.42,Ziyi LIU,06 APR 2002,CHN,1,12 MAR 2024,1078,Azija
390,7.43,Rebecca BORGA,11 JUN 1998,ITA,1f1,07 JAN 2024,1074,Evropa
390,7.43,Carleta BERNARD,08 NOV 2004,JAM,3h1,12 JAN 2024,1074,Severna in Srednja Amerika
390,7.43,Plamena MITKOVA,18 SEP 2004,BUL,1,13 JAN 2024,1074,Evropa
390,7.43,Agate DE SOUSA,05 JUN 2000,STP,2h1,13 JAN 2024,1074,Afrika
390,7.43,Fatouma CONDE,,USA,3,13 JAN 2024,1074,Severna in Srednja Amerika
390,7.43,Nikola BENDOVÁ,04 NOV 1999,CZE,7,20 JAN 2024,1074,Evropa
390,7.43,Tia JONES,08 SEP 2000,USA,6,20 JAN 2024,1074,Severna in Srednja Amerika
390,7.43,Soraya BECERRA,23 FEB 2004,SUI,1f2,27 JAN 2024,1074,Evropa
390,7.43,Julia ADAMCZYK,28 JUL 2005,POL,1,28 JAN 2024,1074,Evropa
390,7.43,Lotte VAN LENT,27 JUL 2001,BEL,2f1,28 JAN 2024,1074,Evropa
390,7.43,Michelle QUINN,,USA,2f1,03 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Jacent NYAMAHUNGE,02 DEC 1997,UGA,4h5,03 FEB 2024,1074,Afrika
390,7.43,Esther NAVERO,30 JUL 2000,ESP,2,04 FEB 2024,1074,Evropa
390,7.43,Kailei COLLINS,11 JUL 2001,USA,1h2,09 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Amoi HAGANS,,USA,6,11 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Gina AKPE-MOSES,25 FEB 1999,IRL,2f1,14 FEB 2024,1074,Evropa
390,7.43,Mette GRAVERSGAARD,05 OCT 1995,DEN,1,16 FEB 2024,1074,Evropa
390,7.43,Tamiris DE LIZ,18 NOV 1995,BRA,h2,17 FEB 2024,1074,Južna Amerika
390,7.43,Shakeira BOWRA,14 SEP 2001,JAM,2h1,23 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Shaniya BENJAMIN,2002,USA,2h2,23 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Darby THOMAS,,USA,3h1,23 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Ariane LINTON,02 OCT 2003,USA,5h4,23 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Saraiah WALKES,2003,USA,1h2,23 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Nina THEVENIN,21 DEC 2005,FRA,2,24 FEB 2024,1074,Evropa
390,7.43,Nora LINDAHL,10 SEP 2004,SWE,2,25 FEB 2024,1074,Evropa
390,7.43,Arianna ALEXANDER,,USA,2,26 FEB 2024,1074,Severna in Srednja Amerika
390,7.43,Lulu FENG,16 MAY 2000,CHN,4f2,27 FEB 2024,1074,Azija
417,7.44,Ockera MYRIE,01 NOV 1999,JAM,2h5,12 JAN 2024,1071,Severna in Srednja Amerika
417,7.44,Joy EZE,31 MAY 2004,GBR,3,13 JAN 2024,1071,Evropa
417,7.44,Petra BÁNHIDI-FARKAS,30 APR 1999,HUN,1f1,20 JAN 2024,1071,Evropa
417,7.44,Isidora JIMÉNEZ,10 AUG 1993,CHI,1h1,20 JAN 2024,1071,Južna Amerika
417,7.44,Amber HUGHES,23 SEP 1994,USA,4h2,21 JAN 2024,1071,Severna in Srednja Amerika
417,7.44,Alessia CARPINTERI,22 OCT 1999,ITA,1f1,21 JAN 2024,1071,Evropa
417,7.44,Anna Øbakke LANGE,22 AUG 1999,DEN,6f1,23 JAN 2024,1071,Evropa
417,7.44,Louise WIELAND,21 JAN 2000,GER,2f1,27 JAN 2024,1071,Evropa
417,7.44,Lorraine MARTINS,04 APR 2000,BRA,2h1,27 JAN 2024,1071,Južna Amerika
417,7.44,Ingvild MEINSETH,31 MAR 1999,NOR,1f2,27 JAN 2024,1071,Evropa
417,7.44,Zita SZENTGYÖRGYI,13 NOV 2006,HUN,2f1,28 JAN 2024,1071,Evropa
417,7.44,Janie DE NAEYER,17 AUG 2001,BEL,1h3,28 JAN 2024,1071,Evropa
417,7.44,Kayelyn TATE,,USA,1,02 FEB 2024,1071,Severna in Srednja Amerika
417,7.44,Louise CLOTAIRE,03 FEB 2005,FRA,2f1,08 FEB 2024,1071,Evropa
417,7.44,Sarah AKPAN,,USA,3h1,09 FEB 2024,1071,Severna in Srednja Amerika
417,7.44,Keliza SMITH,25 APR 2003,GUY,5sf2,09 FEB 2024,1071,Južna Amerika
417,7.44,Jeanne VANNIER,05 DEC 2000,FRA,1f1,10 FEB 2024,1071,Evropa
417,7.44,Valentina MEREDOVA,29 SEP 1984,TKM,6,18 FEB 2024,1071,Azija
417,7.44,Pui Kei CHAN,24 MAR 2000,HKG,7,18 FEB 2024,1071,Azija
417,7.44,Kayla BONNICK,17 JUL 2001,JAM,4h2,23 FEB 2024,1071,Severna in Srednja Amerika
417,7.44,Marlee CAVITT,,USA,1h2,25 FEB 2024,1071,Severna in Srednja Amerika
417,7.44,Kaitlyn WILLIAMS,,USA,1h4,25 FEB 2024,1071,Severna in Srednja Amerika
417,7.44,Zuwei SONG,25 JAN 2003,CHN,3,16 MAR 2024,1071,Azija
440,7.45,Anne MAQUET,25 NOV 1994,FRA,2f1,06 JAN 2024,1068,Evropa
440,7.45,Sophie HAAG,24 JAN 2005,USA,1h5,12 JAN 2024,1068,Severna in Srednja Amerika
440,7.45,Rosey EFFIONG,08 MAY 2001,USA,3,12 JAN 2024,1068,Severna in Srednja Amerika
440,7.45,Tonie-Ann FORBES,08 JAN 2005,JAM,4,12 JAN 2024,1068,Severna in Srednja Amerika
440,7.45,Joanne REID,25 DEC 2001,JAM,5,12 JAN 2024,1068,Severna in Srednja Amerika
440,7.45,Paige CAMPBELL,28 MAR 2005,AUS,4,13 JAN 2024,1068,Oceanija
440,7.45,Larissa IAPICHINO,18 JUL 2002,ITA,2f1,14 JAN 2024,1068,Evropa
440,7.45,Victoria TEASLEY,2004,USA,3,19 JAN 2024,1068,Severna in Srednja Amerika
440,7.45,Halle BIEBER,21 DEC 2000,USA,1h5,19 JAN 2024,1068,Severna in Srednja Amerika
440,7.45,Trinity BOLDEN,,USA,5,20 JAN 2024,1068,Severna in Srednja Amerika
440,7.45,Alessia SUCCO,07 FEB 2009,ITA,1f1,21 JAN 2024,1068,Evropa
440,7.45,Miia OTT,19 APR 2007,EST,1h2,23 JAN 2024,1068,Evropa
440,7.45,Aaliyah HARRIS,,USA,7,26 JAN 2024,1068,Severna in Srednja Amerika
440,7.45,Mariam OULARE,14 NOV 2002,BEL,2f1,27 JAN 2024,1068,Evropa
440,7.45,Vilde AASMO,10 OCT 1998,NOR,2f2,27 JAN 2024,1068,Evropa
440,7.45,Ilenia ANGELINI,30 MAR 2003,ITA,4h1,28 JAN 2024,1068,Evropa
440,7.45,Zion CORRALES-NELSON,10 NOV 1998,PHI,1,03 FEB 2024,1068,Azija
440,7.45,Ada KOŁODZIEJ,24 MAR 1995,POL,2,04 FEB 2024,1068,Evropa
440,7.45,Monika ROMASZKO,13 APR 2002,POL,1f1,04 FEB 2024,1068,Evropa
440,7.45,Sedrickia WYNN,,USA,4,09 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Hanna DUDLEY,,USA,4h2,09 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Symone DARIUS,04 JUL 1998,USA,3h11,09 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Eleonora NERVETTI,26 JUN 2002,ITA,1h1,10 FEB 2024,1068,Evropa
440,7.45,Journey COLE,,USA,1f2,10 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Meleni RODNEY,27 JUN 1998,GRN,2f2,10 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Ciara NEVILLE,14 OCT 1999,IRL,1,10 FEB 2024,1068,Evropa
440,7.45,Sive O'TOOLE,07 APR 2001,IRL,2,10 FEB 2024,1068,Evropa
440,7.45,Beatričė JUŠKEVIČIŪTĖ,10 JAN 2000,LTU,1q7,10 FEB 2024,1068,Evropa
440,7.45,Grizell SCARLETT,11 NOV 2001,JAM,8,10 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Yelizaveta MAKSIMOVA,16 FEB 2005,RUS,1,16 FEB 2024,1068,Evropa
440,7.45,Jenna KOKKONEN,28 AUG 2001,FIN,1sf2,17 FEB 2024,1068,Evropa
440,7.45,Sky HAGAN,,USA,1h3,23 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Camryn CROUCH,,USA,1h4,23 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Jane LIVINGSTON,,USA,1h4,23 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Romane COLLETIN,24 JUL 2005,FRA,3,24 FEB 2024,1068,Evropa
440,7.45,Philina Marianne SCHWARTZ,25 NOV 2006,GER,1h3,24 FEB 2024,1068,Evropa
440,7.45,Milla PIRKKALAINEN,16 OCT 2002,FIN,1,24 FEB 2024,1068,Evropa
440,7.45,Arianna PASSERI,,USA,2,24 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Alexa SULYÁN,17 APR 2005,HUN,1h1,24 FEB 2024,1068,Evropa
440,7.45,Cassie THOMPSON,20 NOV 2000,BAH,1,24 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Alyson DAVIS,,USA,2,24 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Amaka Joy NWOKIKE,11 NOV 2003,NGR,3,24 FEB 2024,1068,Afrika
440,7.45,Khristel MARTINDALE,17 FEB 2004,BAR,1,25 FEB 2024,1068,Severna in Srednja Amerika
440,7.45,Nasrane BACAR,17 JAN 1992,FRA,2sf1,03 MAR 2024,1068,Evropa
440,7.45,Junying ZHU,09 SEP 2004,CHN,5,16 MAR 2024,1068,Azija
485,7.46,Elizabeth NDUDI,21 MAR 2005,IRL,5,06 JAN 2024,1065,Evropa
485,7.46,Audreanecia HAGAN,,USA,1h1,12 JAN 2024,1065,Severna in Srednja Amerika
485,7.46,Skyler FRANKLIN,24 JUL 2007,USA,3h1,12 JAN 2024,1065,Severna in Srednja Amerika
485,7.46,Hannah DOUGLAS,2002,USA,2h5,12 JAN 2024,1065,Severna in Srednja Amerika
485,7.46,Taylor HERBERT,,USA,3,13 JAN 2024,1065,Severna in Srednja Amerika
485,7.46,Joslyn HAMILTON,10 JUL 2006,USA,3,13 JAN 2024,1065,Severna in Srednja Amerika
485,7.46,Aleksandra KRAWCZYK,28 APR 2003,POL,3,21 JAN 2024,1065,Evropa
485,7.46,Natalia LINARES,03 JAN 2003,COL,1h2,25 JAN 2024,1065,Južna Amerika
485,7.46,Maroussia PARÉ,18 JUL 1996,FRA,3f2,27 JAN 2024,1065,Evropa
485,7.46,Success EDUAN,27 SEP 2004,GBR,4,27 JAN 2024,1065,Evropa
485,7.46,Cynthia REINLE,06 MAY 2000,SUI,7f1,27 JAN 2024,1065,Evropa
485,7.46,Kiara GRANT,08 OCT 2000,JAM,5h2,27 JAN 2024,1065,Severna in Srednja Amerika
485,7.46,Raheema WESTFALL,1998,USA,1h3,02 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Pirkitta MARJANEN,28 AUG 2001,FIN,1f5,03 FEB 2024,1065,Evropa
485,7.46,Jaeden WOLFF,,USA,2,03 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Noemie DENON,25 AUG 2001,FRA,1f1,03 FEB 2024,1065,Evropa
485,7.46,Mollie O'REILLY,10 DEC 1998,IRL,1,03 FEB 2024,1065,Evropa
485,7.46,Torema THOMPSON,15 FEB 1990,GBR,1,03 FEB 2024,1065,Evropa
485,7.46,Vita PENEZIĆ,17 OCT 2006,CRO,3,04 FEB 2024,1065,Evropa
485,7.46,Aiha YAMAGATA,11 OCT 2005,JPN,1f1,04 FEB 2024,1065,Azija
485,7.46,Lynette SCUTARI,,USA,1pr1,09 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Mikeya WASHINGTON,2003,USA,6h1,09 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Ann Marii KIVIKAS,12 AUG 2002,EST,1,10 FEB 2024,1065,Evropa
485,7.46,Marine FOUERE,25 OCT 2006,FRA,2er1,10 FEB 2024,1065,Evropa
485,7.46,Mehitabelle ANGELO,10 DEC 2005,GBR,5,10 FEB 2024,1065,Evropa
485,7.46,Sarah RICHARD,02 APR 1998,FRA,1f1,11 FEB 2024,1065,Evropa
485,7.46,Lauren GALE,01 JAN 2000,CAN,2f2,16 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Milana TIRNANIĆ,01 SEP 1994,SRB,2,17 FEB 2024,1065,Evropa
485,7.46,Maria GATOU,16 AUG 1989,GRE,3f2,17 FEB 2024,1065,Evropa
485,7.46,Britany ANDERSON,03 JAN 2001,JAM,5h1,23 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Teliyah JAMES,,USA,1h4,23 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Tina MARTIN,,USA,4h1,23 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Colleen BRANCH,2004,USA,4h2,23 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Chioma OKONKWO,,USA,1h2,23 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Kaylen FLETCHER,09 JUL 2004,USA,2h2,23 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Sofia PROVOTOROVA,19 NOV 2002,RUS,2sf2,23 FEB 2024,1065,Evropa
485,7.46,Emma TAYLOR,,USA,1,25 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Rose-Marie OGBULI,,USA,2,25 FEB 2024,1065,Severna in Srednja Amerika
485,7.46,Im Lan LOI,06 FEB 1998,MAC,7h6,02 MAR 2024,1065,Azija
485,7.46,Taniya LOONEY,,USA,3h1,08 MAR 2024,1065,Severna in Srednja Amerika
485,7.46,Yuqing TAO,17 FEB 2007,CHN,3,12 MAR 2024,1065,Azija
485,7.46,Fabienne HOENKE,20 JAN 2004,SUI,1f3,04 MAY 2024,1065,Evropa
527,7.47,Leticia ARISPE,26 JAN 1999,BOL,2,13 JAN 2024,1061,Južna Amerika
527,7.47,Brooke IRONSIDE,18 JUN 2003,GBR,2er1,17 JAN 2024,1061,Evropa
527,7.47,Silja KEMPAS,28 MAY 1999,FIN,1f2,20 JAN 2024,1061,Evropa
527,7.47,Diamantis DE MIN,27 OCT 2004,FRA,1f1,20 JAN 2024,1061,Evropa
527,7.47,Rosina SCHNEIDER,18 AUG 2004,GER,1,27 JAN 2024,1061,Evropa
527,7.47,Paméra LOSANGE,28 AUG 2002,FRA,1f1,31 JAN 2024,1061,Evropa
527,7.47,Neysia HOWARD,,USA,1sf3,03 FEB 2024,1061,Severna in Srednja Amerika
527,7.47,Skyler WALTON,,USA,2sf3,03 FEB 2024,1061,Severna in Srednja Amerika
527,7.47,Fatoumata Binta DIALLO,06 APR 2000,POR,2f1,03 FEB 2024,1061,Evropa
527,7.47,Azariah GRANTHAM,,USA,4h1,09 FEB 2024,1061,Severna in Srednja Amerika
527,7.47,Leah BELFIELD,05 JUL 2000,NZL,1pr7,09 FEB 2024,1061,Oceanija
527,7.47,Ashley ODIASE,25 FEB 2006,CAN,1,10 FEB 2024,1061,Severna in Srednja Amerika
527,7.47,Viktoriya GEORGIEVA,20 JAN 1996,BUL,1f3,10 FEB 2024,1061,Evropa
527,7.47,Isabel VAN DEN BERG,02 FEB 2005,NED,1f1,10 FEB 2024,1061,Evropa
527,7.47,Maria MIHALACHE,11 MAY 2003,ROU,1,10 FEB 2024,1061,Evropa
527,7.47,Kenia SEALS,2001,USA,2h2,10 FEB 2024,1061,Severna in Srednja Amerika
527,7.47,Camille FRANSOT,02 NOV 2005,FRA,1f1,11 FEB 2024,1061,Evropa
527,7.47,Anastasiya KUKHARENKO,07 NOV 1993,RUS,3,15 FEB 2024,1061,Evropa
527,7.47,Radina VELICHKOVA,15 DEC 2007,BUL,2,17 FEB 2024,1061,Evropa
527,7.47,Ama VAN BUSSEL,21 FEB 2004,NED,7,17 FEB 2024,1061,Evropa
527,7.47,Jada MOORE,02 APR 2001,USA,2h3,23 FEB 2024,1061,Severna in Srednja Amerika
527,7.47,Azsah BRADLEY,2001,USA,4,24 FEB 2024,1061,Severna in Srednja Amerika
527,7.47,Leah PETTIS,01 MAY 2004,USA,2,26 FEB 2024,1061,Severna in Srednja Amerika
527,7.47,Naylah JONES,,USA,1h14,09 MAR 2024,1061,Severna in Srednja Amerika
551,7.48,Joan HEALY,30 SEP 1992,IRL,1f1,06 JAN 2024,1058,Evropa
551,7.48,Alice MANGIONE,19 JAN 1997,ITA,2f1,07 JAN 2024,1058,Evropa
551,7.48,Laura BANKÓ,11 MAR 2001,HUN,1,13 JAN 2024,1058,Evropa
551,7.48,Jhana DOWNIE,12 SEP 2002,USA,5,13 JAN 2024,1058,Severna in Srednja Amerika
551,7.48,Kamaria KNIGHT,30 SEP 2004,JAM,6,13 JAN 2024,1058,Severna in Srednja Amerika
551,7.48,Grace KONRAD,16 AUG 1999,CAN,1h3,19 JAN 2024,1058,Severna in Srednja Amerika
551,7.48,Tiriah KELLEY,16 JUN 2004,USA,2h1,20 JAN 2024,1058,Severna in Srednja Amerika
551,7.48,Kortnei JOHNSON,11 AUG 1997,USA,1h2,27 JAN 2024,1058,Severna in Srednja Amerika
551,7.48,Cristina LARA,05 AUG 1995,ESP,2,27 JAN 2024,1058,Evropa
551,7.48,Marina Andreea BABOI,04 JUN 1999,ROU,1,27 JAN 2024,1058,Evropa
551,7.48,Dalia KADDARI,23 MAR 2001,ITA,5f1,28 JAN 2024,1058,Evropa
551,7.48,Jessica OZOUDE,23 OCT 1998,NGR,1h2,02 FEB 2024,1058,Afrika
551,7.48,Ashley ABAGA,26 DEC 2002,ESP,1sf2,03 FEB 2024,1058,Evropa
551,7.48,Amelia GITTENS,17 JAN 2006,GBR,1,03 FEB 2024,1058,Evropa
551,7.48,Caira PETTWAY,1999,USA,5,09 FEB 2024,1058,Severna in Srednja Amerika
551,7.48,Paula SUCHOWIECKA,09 MAY 1989,POL,1h1,10 FEB 2024,1058,Evropa
551,7.48,Lauryn JAMES,2000,USA,2f1,10 FEB 2024,1058,Severna in Srednja Amerika
551,7.48,Margherita CASTELLANI,11 NOV 2008,ITA,1h1,10 FEB 2024,1058,Evropa
551,7.48,Jagoda ŻUKOWSKA,02 NOV 2006,POL,2f1,10 FEB 2024,1058,Evropa
551,7.48,Oliwia KASPRZAK,19 SEP 2007,POL,1f1,10 FEB 2024,1058,Evropa
551,7.48,Naomi RISKWAIT,28 AUG 2002,FRA,6h1,17 FEB 2024,1058,Evropa
551,7.48,Sophie BLEIBTREU,27 APR 2002,GER,4h4,17 FEB 2024,1058,Evropa
551,7.48,Pavla KVASNIČKOVÁ,09 OCT 2001,CZE,3,17 FEB 2024,1058,Evropa
551,7.48,Íris SILVA,01 JUL 2002,POR,3,17 FEB 2024,1058,Evropa
551,7.48,Carla GAMA,24 NOV 1990,POR,1f2,21 FEB 2024,1058,Evropa
551,7.48,Kyndall SESSOM,27 FEB 2005,USA,7h1,23 FEB 2024,1058,Severna in Srednja Amerika
551,7.48,Kendra KELLEY,,USA,1h3,23 FEB 2024,1058,Severna in Srednja Amerika
